"id","name","valueType","rank"
154,"How many days of paid parental leave must be taken by the mother?","value","5.087"
32742,"Government's online service 2017","Score (0-100)","5.087"
32740,"Government's online service 2017","Index","5.087"
32741,"Government's online service 2017","Rank","5.087"
153,"How many days of unpaid parental leave must be taken by the father?","value","5.088"
32743,"Online e-participation 2017","Index","5.088"
32745,"Online e-participation 2017","Score (0-100)","5.088"
32744,"Online e-participation 2017","Rank","5.088"
32747,"General infrastructure 2017","Score (0-100)","5.089"
152,"How many days of unpaid parental leave must be taken by the mother?","value","5.089"
32746,"General infrastructure 2017","Rank","5.089"
32748,"Electricity output 2017","Value","5.090"
116,"How many justices are on the constitutional court?","value","5.090"
32749,"Electricity output 2017","Rank","5.090"
32750,"Electricity output 2017","Score (0-100)","5.090"
68,"If customary law is recognized as a valid source of law under the Constitution is it invalid if it violates constitutional provisions on non-discrimination or equality?","value","5.091"
32753,"Logistics performance 2017","Score (0-100)","5.091"
32751,"Logistics performance 2017","Index","5.091"
32752,"Logistics performance 2017","Rank","5.091"
32756,"Gross capital formation 2017","Score (0-100)","5.092"
70,"If personal law is recognized as a valid source of law under the Constitution is it invalid if it violates constitutional provisions on non-discrimination or equality?","value","5.092"
32755,"Gross capital formation 2017","Rank","5.092"
32754,"Gross capital formation 2017","Percent","5.092"
105,"If the husband administers property is spousal consent required for major transactions?","value","5.093"
32757,"Ecological sustainability 2017","Rank","5.093"
32758,"Ecological sustainability 2017","Score (0-100)","5.093"
32761,"GDP per unit of energy use 2017","Score (0-100)","5.094"
65,"If there is a non-discrimination clause in the constitution does it mention gender?","value","5.094"
32759,"GDP per unit of energy use 2017","Value","5.094"
32760,"GDP per unit of energy use 2017","Rank","5.094"
32762,"Environmental performance 2017","Index","5.095"
32764,"Environmental performance 2017","Score (0-100)","5.095"
32763,"Environmental performance 2017","Rank","5.095"
183,"If there is no legislation specifically protecting against domestic violence are there aggravating penalties for crimes against a spouse or family member?","value","5.095"
32766,"ISO 14001 environmental certificates 2017","Rank","5.096"
32765,"ISO 14001 environmental certificates 2017","Value","5.096"
210,"If there is no specific provision that explicitly criminalizes marital rape can a woman otherwise file a criminal complaint against her husband for rape?","value","5.096"
32767,"ISO 14001 environmental certificates 2017","Score (0-100)","5.096"
32769,"Market sophistication 2017","Score (0-100)","5.097"
120,"If yes what is the maximum amount for a small claim?","value","5.097"
32768,"Market sophistication 2017","Rank","5.097"
32770,"Credit 2017","Rank","5.098"
67,"Is customary law recognized as a valid source of law under the Constitution? ","value","5.098"
32771,"Credit 2017","Score (0-100)","5.098"
32774,"Ease of getting credit 2017","Score (0-100)","5.099"
32772,"Ease of getting credit 2017","Distance to Frontier","5.099"
159,"Is dismissal of pregnant workers prohibited?","value","5.099"
32773,"Ease of getting credit 2017","Rank","5.099"
32777,"Domestic credit to private sector 2017","Score (0-100)","5.100"
158,"Is it prohibited for prospective employers to ask about family status?","value","5.100"
32776,"Domestic credit to private sector 2017","Rank","5.100"
32775,"Domestic credit to private sector 2017","Percent","5.100"
32779,"Microfinance institutions' gross loan portfolio 2017","Rank","5.101"
32778,"Microfinance institutions' gross loan portfolio 2017","Percent","5.101"
69,"Is personal law recognized as a valid source of law under the Constitution? ","value","5.101"
32780,"Microfinance institutions' gross loan portfolio 2017","Score (0-100)","5.101"
118,"Is the Chief Justice a woman?","value","5.102"
32781,"Investment 2017","Rank","5.102"
32782,"Investment 2017","Score (0-100)","5.102"
32783,"Ease of protecting minority investors 2017","Distance to Frontier","5.103"
32785,"Ease of protecting minority investors 2017","Score (0-100)","5.103"
211,"Is the husband exempt from facing criminal penalties for rape marital rape exemption?","value","5.103"
32784,"Ease of protecting minority investors 2017","Rank","5.103"
32788,"Market capitalization 2017","Score (0-100)","5.104"
119,"Is there a small claims court or a fast track procedure for small claims?","value","5.104"
32787,"Market capitalization 2017","Rank","5.104"
32786,"Market capitalization 2017","Percent","5.104"
32790,"Venture capital deals 2017","Rank","5.105"
195,"Is there a specialized court or procedure for cases of domestic violence?","value","5.105"
32789,"Venture capital deals 2017","Value","5.105"
32791,"Venture capital deals 2017","Score (0-100)","5.105"
182,"Is there domestic violence legislation?","value","5.106"
32792,"Trade, competition, & market scale 2017","Rank","5.106"
32793,"Trade, competition, & market scale 2017","Score (0-100)","5.106"
32794,"Applied tariff rate, weighted mean 2017","Percent","5.107"
32795,"Applied tariff rate, weighted mean 2017","Rank","5.107"
32796,"Applied tariff rate, weighted mean 2017","Score (0-100)","5.107"
202,"Is there legislation on sexual harassment in education?","value","5.107"
32798,"Intensity of local competition 2017","Rank","5.108"
32797,"Intensity of local competition 2017","Index (1-7)","5.108"
32799,"Intensity of local competition 2017","Score (0-100)","5.108"
199,"Is there legislation on sexual harassment in employment?","value","5.108"
203,"Is there legislation on sexual harassment in public places?","value","5.109"
32801,"Domestic market scale 2017","Rank","5.109"
32802,"Domestic market scale 2017","Score (0-100)","5.109"
32800,"Domestic market scale 2017","Value","5.109"
32804,"Business sophistication 2017","Score (0-100)","5.110"
196,"Is there legislation that specifically addresses sexual harassment?","value","5.110"
32803,"Business sophistication 2017","Rank","5.110"
32806,"Knowledge workers 2017","Score (0-100)","5.111"
32805,"Knowledge workers 2017","Rank","5.111"
128,"Must employers provide leave to care for sick relatives?","value","5.111"
117,"Of those how many are women?","value","5.112"
32808,"Employment in knowledge-intensive services 2017","Rank","5.112"
32809,"Employment in knowledge-intensive services 2017","Score (0-100)","5.112"
32807,"Employment in knowledge-intensive services 2017","Percent","5.112"
32812,"Firms offering formal training 2017","Score (0-100)","5.113"
32810,"Firms offering formal training 2017","Percent","5.113"
32811,"Firms offering formal training 2017","Rank","5.113"
32815,"GERD performed by business enterprise 2017","Score (0-100)","5.114"
32813,"GERD performed by business enterprise 2017","Percent","5.114"
32814,"GERD performed by business enterprise 2017","Rank","5.114"
32817,"GERD financed by business enterprise 2017","Rank","5.115"
32818,"GERD financed by business enterprise 2017","Score (0-100)","5.115"
32816,"GERD financed by business enterprise 2017","Percent","5.115"
32820,"Females employed with advanced degrees 2017","Rank","5.116"
32819,"Females employed with advanced degrees 2017","Percent","5.116"
32821,"Females employed with advanced degrees 2017","Score (0-100)","5.116"
32822,"Innovation linkages 2017","Rank","5.117"
32823,"Innovation linkages 2017","Score (0-100)","5.117"
163,"What is the age at which a man can retire and receive full benefits?","value","5.118"
32825,"University/industry research collaboration 2017","Rank","5.118"
32824,"University/industry research collaboration 2017","Index (1-7)","5.118"
32826,"University/industry research collaboration 2017","Score (0-100)","5.118"
165,"What is the age at which a man can retire and receive partial benefits?","value","5.119"
